0.0061477534	-0.014368176	0.021775756	0.044571433	-0.04459945	0.010267984	0.01746447	0.04919794	-0.009183276	-0.034042347	-0.017400466	-0.031298973	0.0035925992	-0.048342336	-0.026696814	0.018267993
0.118381165	0.060379747	0.080771096	0.0251421	0.0603593	-0.02781641	0.09679627	0.058068138	0.094006754	-0.25156736	-0.10080621	-0.108152345	0.032957222	0.084493965	0.011119831	0.048674397
0.21512292	0.2350341	0.24703395	0.18524626	0.14815344	-0.21483012	0.20835137	0.1919691	0.15616079	-0.32499796	-0.2656971	-0.22939974	-0.10282663	0.18011604	-0.18365666	-0.069140024
-0.07490161	-0.13912793	-0.08674675	-0.14355002	-0.19924642	0.15855297	-0.07547546	-0.086895235	-0.09058757	-0.13985117	0.15543914	0.14948992	0.18005706	-0.12312444	0.15113796	0.2515219
-0.104656726	-0.19711792	-0.14218219	-0.22399707	-0.2183257	0.21486107	-0.15652274	-0.19795047	-0.22207817	-0.011434789	0.15168633	0.14738715	0.22290435	-0.11916797	0.16063978	0.3028223
-0.039475065	-0.04255098	0.00409302	-0.052795723	-0.053511135	0.056442607	-0.06076442	0.014257382	-0.024995651	-0.21222427	0.036047667	-0.051409896	0.10370327	-0.0020505425	0.030029012	0.12886503
-0.03364445	-0.08477857	-0.011491513	-0.07469365	-0.12628451	0.045022156	-0.081280336	-0.09344103	-0.009083049	-0.20313364	0.020367948	-0.013930709	0.16294992	-0.05761093	0.024362342	0.1493989
0.21029738	0.20563963	0.2881775	0.20944244	0.26784244	-0.27914655	0.2553128	0.24899806	0.18970469	-0.29471478	-0.23251252	-0.29689854	-0.20601366	0.26463377	-0.22407436	-0.21726331
0.11576971	0.13406569	0.1739831	0.12912638	0.17491657	-0.20655231	0.13301715	0.16170406	0.16827458	-0.23044266	-0.1411524	-0.18722895	-0.08875042	0.14638479	-0.11890282	-0.15366615
-0.075512625	-0.15559429	-0.11170581	-0.10100025	-0.21743922	0.12541753	-0.11611615	-0.09061114	-0.15086375	-0.074098706	0.14854896	0.17554273	0.17585585	-0.10951318	0.14583905	0.2251384
